index,food_type,weight_g,temperature_C,humidity_%,gas_ppm,days_since_added,condition,sufficient
32937,hot_dog,373.3,4.0,53.7,6.4,0,fine,sufficient
6526,caesar_salad,293.7,1.8,64.4,14.8,3,fine,not_sufficient
8545,ceviche,291.5,3.5,33.4,2.6,0,fine,not_sufficient
11156,chicken_curry,369.5,3.6,60.0,2.4,6,near_spoiled,sufficient
41545,pizza,308.5,4.8,45.5,7.0,6,near_spoiled,sufficient
19877,edamame,422.5,4.2,41.1,4.6,0,fine,sufficient
30102,grilled_salmon,157.4,7.7,45.3,4.2,2,near_spoiled,not_sufficient
40824,pancakes,255.7,7.9,60.4,7.8,7,spoiled,not_sufficient
1569,baklava,333.2,6.6,47.1,4.9,5,near_spoiled,sufficient
18944,dumplings,292.6,5.9,59.4,5.8,4,fine,not_sufficient
20849,falafel,229.8,5.7,63.3,5.2,6,near_spoiled,not_sufficient
4937,bread_pudding,248.6,5.8,48.0,2.5,6,near_spoiled,not_sufficient
43504,risotto,309.9,5.1,66.2,1.4,4,fine,sufficient
8514,ceviche,493.6,4.5,62.9,7.1,2,fine,sufficient
48010,sushi,185.6,4.4,59.0,4.9,3,fine,not_sufficient
36474,macaroni_and_cheese,294.1,3.7,60.7,5.8,6,near_spoiled,not_sufficient
2968,beef_carpaccio,277.7,4.5,86.8,6.6,3,fine,not_sufficient
49649,waffles,359.5,4.3,49.4,6.9,7,spoiled,sufficient
30725,grilled_salmon,337.0,6.6,64.2,6.3,4,near_spoiled,sufficient
24201,french_onion_soup,390.6,7.6,65.5,3.3,5,near_spoiled,sufficient
42335,ramen,354.7,7.1,57.4,4.4,6,near_spoiled,sufficient
22401,fish_and_chips,313.8,3.9,55.3,4.1,1,fine,sufficient
11645,chicken_curry,299.1,8.8,20.8,7.4,4,spoiled,not_sufficient
26223,fried_calamari,474.6,10.0,61.7,4.7,6,spoiled,sufficient
26488,fried_calamari,508.9,5.0,86.2,2.2,7,spoiled,sufficient
11192,chicken_curry,317.4,7.6,73.6,4.2,0,near_spoiled,sufficient
15323,cup_cakes,355.8,5.2,58.9,2.8,2,fine,sufficient
20771,falafel,354.0,3.1,62.5,4.6,1,fine,sufficient
1673,baklava,269.2,4.3,45.6,3.9,0,fine,not_sufficient
14601,creme_brulee,379.6,2.8,46.8,4.9,0,fine,sufficient
36961,macaroni_and_cheese,335.7,4.6,45.1,4.2,7,spoiled,sufficient
2547,beef_carpaccio,399.2,4.3,48.8,5.3,0,fine,sufficient
19828,edamame,302.0,5.3,59.2,6.3,4,fine,sufficient
27328,fried_rice,311.2,5.4,53.8,5.5,6,near_spoiled,sufficient
40025,pancakes,265.6,4.3,34.6,1.8,3,fine,not_sufficient
30606,grilled_salmon,339.9,8.7,73.5,4.8,4,spoiled,sufficient
7826,carrot_cake,372.4,4.2,77.1,18.9,4,near_spoiled,sufficient
23202,french_fries,490.6,2.0,71.4,5.4,2,fine,sufficient
42661,ramen,417.2,7.1,82.5,8.5,3,near_spoiled,sufficient
34673,ice_cream,410.2,2.0,86.0,5.9,5,near_spoiled,sufficient
27905,fried_rice,476.3,7.7,41.4,2.6,6,near_spoiled,sufficient
2537,beef_carpaccio,283.5,1.8,54.7,9.7,0,fine,not_sufficient
3589,beef_salad,399.0,6.3,54.0,30.3,3,spoiled,sufficient
15719,cup_cakes,363.6,5.0,54.1,5.1,4,fine,sufficient
19420,edamame,256.5,8.1,64.6,1.7,6,spoiled,not_sufficient
18322,dumplings,352.8,4.9,100.0,8.2,2,fine,sufficient
14453,creme_brulee,322.1,1.5,73.0,7.5,3,fine,sufficient
550,apple-pie,394.4,1.8,53.9,22.2,4,near_spoiled,sufficient
18359,dumplings,423.5,5.3,47.4,4.1,6,near_spoiled,sufficient
23060,french_fries,603.9,7.9,56.4,5.0,6,near_spoiled,sufficient
30960,grilled_salmon,242.2,5.3,77.3,4.9,0,fine,not_sufficient
24236,french_onion_soup,508.8,9.0,61.6,7.9,7,spoiled,sufficient
19430,edamame,329.8,6.9,79.5,10.5,2,near_spoiled,sufficient
23723,french_fries,275.9,5.0,60.9,1.9,7,spoiled,not_sufficient
32476,hot_dog,385.7,3.4,67.8,3.7,5,near_spoiled,sufficient
25149,french_toast,321.5,6.7,67.8,7.6,5,near_spoiled,sufficient
16825,deviled_eggs,269.2,7.5,57.6,5.0,3,near_spoiled,not_sufficient
25680,french_toast,266.4,4.7,60.5,4.8,4,fine,not_sufficient
12872,chicken_wings,322.6,8.2,78.1,6.1,0,spoiled,sufficient
47761,strawberry_shortcake,353.3,5.4,58.3,4.5,0,fine,sufficient
13016,chocolate_cake,221.2,1.9,65.4,0.5,0,fine,not_sufficient
43915,risotto,409.3,6.6,55.4,3.3,6,near_spoiled,sufficient
26883,fried_calamari,231.7,7.1,47.8,5.5,5,near_spoiled,not_sufficient
4005,bread_pudding,263.6,9.2,37.7,2.8,2,spoiled,not_sufficient
28765,garlic_bread,395.8,7.8,37.7,5.0,2,near_spoiled,sufficient
42127,ramen,190.7,7.3,53.0,12.0,2,near_spoiled,not_sufficient
31686,hot_and_sour_soup,328.2,7.7,63.9,2.1,2,near_spoiled,sufficient
25072,french_toast,427.4,4.9,49.2,4.3,5,near_spoiled,sufficient
28738,garlic_bread,275.7,4.9,42.8,6.8,4,fine,not_sufficient
26345,fried_calamari,399.0,2.2,61.0,8.7,6,near_spoiled,sufficient
42650,ramen,285.5,3.7,64.4,4.2,7,spoiled,not_sufficient
23246,french_fries,394.7,5.3,61.3,7.6,6,near_spoiled,sufficient
11991,chicken_curry,407.4,1.4,42.5,2.9,3,fine,sufficient
41150,pizza,353.9,10.0,36.8,7.7,0,spoiled,sufficient
21981,filet_mignon,630.5,3.4,43.0,3.9,1,fine,sufficient
26811,fried_calamari,558.8,3.6,60.6,5.9,1,fine,sufficient
19689,edamame,280.6,4.0,65.0,4.9,5,near_spoiled,not_sufficient
29932,greek_salad,183.3,3.7,67.9,23.5,1,near_spoiled,not_sufficient
35117,lobster_roll_sandwich,273.9,5.1,93.8,7.9,7,spoiled,not_sufficient
346,apple-pie,233.4,5.3,84.0,25.7,2,spoiled,not_sufficient
27798,fried_rice,217.2,5.1,54.2,5.7,0,fine,not_sufficient
35483,lobster_roll_sandwich,269.5,3.3,55.6,2.3,3,fine,not_sufficient
16335,deviled_eggs,460.0,3.8,67.9,4.9,1,fine,sufficient
14613,creme_brulee,428.7,3.0,48.8,5.1,4,fine,sufficient
30244,grilled_salmon,285.1,4.9,55.7,2.8,6,near_spoiled,not_sufficient
21739,filet_mignon,530.0,4.5,66.6,5.1,7,spoiled,sufficient
46868,spaghetti_carbonara,487.1,1.2,22.5,6.6,1,fine,sufficient
31216,hot_and_sour_soup,384.0,7.0,47.4,3.0,1,near_spoiled,sufficient
12384,chicken_wings,348.3,3.3,73.4,8.3,4,fine,sufficient
30549,grilled_salmon,284.6,6.3,100.0,6.1,1,near_spoiled,not_sufficient
37304,nachos,257.8,4.8,42.9,3.1,3,fine,not_sufficient
10313,cheesecake,400.7,2.2,44.6,9.1,7,spoiled,sufficient
9335,cheese_plate,327.7,4.2,47.6,7.3,4,fine,sufficient
42607,ramen,225.6,3.6,70.2,5.5,6,near_spoiled,not_sufficient
8831,ceviche,221.7,3.9,49.5,6.1,0,fine,not_sufficient
25090,french_toast,226.9,6.5,68.5,4.7,1,near_spoiled,not_sufficient
19342,edamame,50.0,5.9,45.8,8.6,3,fine,not_sufficient
14443,creme_brulee,415.7,2.7,46.8,7.1,3,fine,sufficient
15114,cup_cakes,479.3,4.9,42.0,3.0,5,near_spoiled,sufficient
6148,caesar_salad,219.5,5.0,44.6,15.0,3,fine,not_sufficient
41616,pizza,238.2,4.3,30.3,3.4,3,fine,not_sufficient
41451,pizza,374.6,4.2,36.4,2.5,5,near_spoiled,sufficient
38657,omelette,183.2,2.7,36.0,8.0,5,near_spoiled,not_sufficient
40763,pancakes,292.5,5.9,63.4,5.6,6,near_spoiled,not_sufficient
13015,chocolate_cake,391.5,4.6,59.0,3.4,2,fine,sufficient
18580,dumplings,382.5,4.8,65.3,5.6,2,fine,sufficient
3747,beef_salad,409.4,6.1,64.1,19.7,0,near_spoiled,sufficient
24267,french_onion_soup,372.7,7.9,75.5,7.1,2,near_spoiled,sufficient
24304,french_onion_soup,207.2,5.0,45.6,0.0,7,spoiled,not_sufficient
7689,carrot_cake,383.3,4.6,70.5,22.1,2,near_spoiled,sufficient
27750,fried_rice,262.5,6.1,69.3,1.2,0,near_spoiled,not_sufficient
35978,lobster_roll_sandwich,388.6,5.0,62.6,2.4,5,near_spoiled,sufficient
40948,pancakes,327.7,6.3,65.0,3.3,3,near_spoiled,sufficient
33908,hummus,416.2,1.7,53.2,5.2,3,fine,sufficient
29371,greek_salad,473.4,6.0,68.4,23.2,0,near_spoiled,sufficient
48258,sushi,344.5,3.5,44.9,5.8,1,fine,sufficient
28609,garlic_bread,390.9,7.6,50.5,1.5,0,near_spoiled,sufficient
1756,baklava,219.4,5.0,39.0,6.3,0,fine,not_sufficient
42122,ramen,223.2,5.4,52.6,5.3,1,fine,not_sufficient
17322,donuts,524.4,9.4,58.2,5.6,6,spoiled,sufficient
2502,beef_carpaccio,514.5,3.7,48.4,4.9,1,fine,sufficient
6292,caesar_salad,331.1,5.4,50.5,22.9,2,near_spoiled,sufficient
31862,hot_and_sour_soup,406.9,4.0,67.1,8.4,6,near_spoiled,sufficient
24048,french_onion_soup,446.2,3.9,68.7,6.7,6,near_spoiled,sufficient
40416,pancakes,267.6,5.4,49.8,2.9,7,spoiled,not_sufficient
47131,strawberry_shortcake,265.8,6.9,72.9,3.3,7,spoiled,not_sufficient
42810,ramen,448.9,2.9,71.2,4.9,5,near_spoiled,sufficient
49415,waffles,353.2,4.4,40.3,5.9,5,near_spoiled,sufficient
45535,seaweed_salad,462.5,3.8,71.2,17.0,0,near_spoiled,sufficient
38449,omelette,225.7,6.4,42.6,6.4,6,near_spoiled,not_sufficient
12822,chicken_wings,311.5,8.2,52.6,2.6,1,spoiled,sufficient
46527,spaghetti_carbonara,501.2,7.1,64.0,5.6,5,near_spoiled,sufficient
32382,hot_dog,134.0,1.6,70.9,6.9,7,spoiled,not_sufficient
28861,garlic_bread,291.3,1.7,35.2,6.3,2,fine,not_sufficient
18653,dumplings,457.8,5.7,84.9,7.2,3,fine,sufficient
24186,french_onion_soup,211.6,4.6,73.9,5.5,7,spoiled,not_sufficient
10862,cheesecake,468.7,9.1,28.6,5.3,4,spoiled,sufficient
12706,chicken_wings,322.4,4.9,71.4,7.5,3,fine,sufficient
32883,hot_dog,275.2,4.2,68.2,5.1,6,near_spoiled,not_sufficient
43373,risotto,259.3,3.4,68.8,2.6,3,fine,not_sufficient
34140,ice_cream,186.4,2.7,77.2,1.4,2,fine,not_sufficient
4377,bread_pudding,311.8,4.7,53.9,3.0,7,spoiled,sufficient
19928,edamame,361.2,4.9,60.8,6.1,5,near_spoiled,sufficient
18077,dumplings,247.7,9.5,60.9,6.6,6,spoiled,not_sufficient
44861,sashimi,234.4,4.2,100.0,7.0,3,fine,not_sufficient
22817,fish_and_chips,336.3,2.3,64.4,4.6,5,near_spoiled,sufficient
39362,onion_rings,378.1,5.5,44.3,3.7,7,spoiled,sufficient
28721,garlic_bread,205.6,0.0,56.8,6.9,6,near_spoiled,not_sufficient
20113,falafel,310.5,3.1,57.2,5.6,0,fine,sufficient
11061,chicken_curry,342.5,4.1,37.4,8.5,2,fine,sufficient
26629,fried_calamari,396.1,2.0,22.0,4.8,4,fine,sufficient
30684,grilled_salmon,285.7,5.9,50.1,5.1,0,fine,not_sufficient
42525,ramen,364.0,7.3,57.7,4.8,6,near_spoiled,sufficient
37887,nachos,375.3,5.5,70.4,4.1,3,fine,sufficient
26113,fried_calamari,421.3,2.4,54.8,5.1,2,fine,sufficient
27040,fried_rice,454.6,2.2,87.6,4.5,2,fine,sufficient
24697,french_onion_soup,380.1,7.1,72.3,5.8,6,near_spoiled,sufficient
20630,falafel,190.3,5.0,59.3,5.4,0,fine,not_sufficient
389,apple-pie,518.4,8.1,64.6,15.9,3,spoiled,sufficient
46553,spaghetti_carbonara,441.6,5.9,45.3,1.8,5,near_spoiled,sufficient
49949,waffles,331.4,2.9,62.8,4.8,0,fine,sufficient
19144,edamame,76.1,1.5,34.4,8.7,1,fine,not_sufficient
38472,omelette,428.9,6.6,66.0,9.2,5,near_spoiled,sufficient
46364,spaghetti_carbonara,411.2,7.0,60.1,3.5,5,near_spoiled,sufficient
13382,chocolate_cake,270.3,4.2,76.1,3.2,4,fine,not_sufficient
14157,creme_brulee,510.9,0.7,74.1,3.5,5,near_spoiled,sufficient
138,apple-pie,392.6,3.5,63.1,18.2,1,near_spoiled,sufficient
17729,donuts,391.0,4.2,58.2,7.0,4,fine,sufficient
21524,filet_mignon,241.2,9.0,55.8,5.6,6,spoiled,not_sufficient
44002,sashimi,297.8,4.8,75.6,4.7,2,fine,not_sufficient
8019,ceviche,489.5,2.3,70.2,5.2,2,fine,sufficient
45635,seaweed_salad,271.6,2.9,58.5,17.7,1,near_spoiled,not_sufficient
14700,creme_brulee,448.2,1.8,57.4,4.1,7,spoiled,sufficient
4144,bread_pudding,398.1,5.5,51.8,5.5,5,near_spoiled,sufficient
10582,cheesecake,198.7,1.3,62.6,1.2,1,fine,not_sufficient
6959,caesar_salad,293.6,5.6,97.9,20.9,2,near_spoiled,not_sufficient
34952,ice_cream,490.8,4.3,53.8,4.1,5,near_spoiled,sufficient
7294,carrot_cake,426.3,2.4,41.0,23.3,1,near_spoiled,sufficient
8988,ceviche,391.3,4.8,100.0,5.5,0,fine,sufficient
25088,french_toast,181.4,7.0,33.6,6.7,4,near_spoiled,not_sufficient
26436,fried_calamari,553.0,8.9,49.0,2.1,4,spoiled,sufficient
44990,sashimi,445.2,2.7,74.8,0.7,2,fine,sufficient
42602,ramen,457.8,7.7,61.8,5.4,3,near_spoiled,sufficient
15288,cup_cakes,358.0,6.3,52.3,6.1,5,near_spoiled,sufficient
30213,grilled_salmon,355.1,4.3,71.0,4.2,7,spoiled,sufficient
22504,fish_and_chips,319.2,3.9,45.1,6.2,4,fine,sufficient
40609,pancakes,415.8,6.7,44.3,3.4,7,spoiled,sufficient
44044,sashimi,340.0,4.1,60.3,5.0,5,near_spoiled,sufficient
38990,omelette,293.7,5.1,40.9,5.1,1,fine,not_sufficient
36970,macaroni_and_cheese,267.3,5.0,60.1,9.0,3,fine,not_sufficient
27951,fried_rice,248.0,7.6,54.4,5.5,1,near_spoiled,not_sufficient
820,apple-pie,239.4,6.2,67.1,20.6,4,near_spoiled,not_sufficient
47,apple-pie,639.5,2.2,82.0,18.1,5,near_spoiled,sufficient
25578,french_toast,405.6,3.9,71.6,5.4,4,fine,sufficient
35207,lobster_roll_sandwich,413.2,0.0,50.6,4.5,3,fine,sufficient
39680,onion_rings,486.8,5.2,89.2,9.1,6,near_spoiled,sufficient
31961,hot_and_sour_soup,157.1,4.1,70.1,7.3,1,fine,not_sufficient
33881,hummus,451.0,1.7,70.3,6.4,3,fine,sufficient
29158,greek_salad,388.4,7.2,54.8,24.5,3,near_spoiled,sufficient
25639,french_toast,405.6,5.8,100.0,5.7,7,spoiled,sufficient
47691,strawberry_shortcake,347.2,5.2,39.7,5.1,0,fine,sufficient
604,apple-pie,358.8,7.1,36.5,20.5,4,near_spoiled,sufficient
5394,breakfast_burrito,259.7,8.2,63.0,9.3,6,spoiled,not_sufficient
31047,hot_and_sour_soup,331.0,5.7,55.1,2.3,6,near_spoiled,sufficient
48896,sushi,554.2,4.5,37.5,5.4,1,fine,sufficient
19049,edamame,295.7,4.3,67.7,4.4,0,fine,not_sufficient
49467,waffles,307.7,3.7,43.9,4.8,4,fine,sufficient
16231,deviled_eggs,266.5,3.6,49.5,3.5,6,near_spoiled,not_sufficient
31575,hot_and_sour_soup,191.8,5.7,61.2,3.8,7,spoiled,not_sufficient
17995,donuts,493.9,4.4,77.4,7.2,1,fine,sufficient
223,apple-pie,518.9,10.0,73.2,20.1,0,spoiled,sufficient
40481,pancakes,377.0,3.3,61.0,3.9,1,fine,sufficient
49882,waffles,356.5,3.6,93.0,3.8,7,spoiled,sufficient
44295,sashimi,311.2,3.0,72.7,4.3,6,near_spoiled,sufficient
4990,bread_pudding,468.2,5.6,30.2,7.8,5,near_spoiled,sufficient
25729,french_toast,361.2,2.3,58.4,5.4,0,fine,sufficient
27226,fried_rice,588.1,6.6,50.0,7.8,6,near_spoiled,sufficient
36895,macaroni_and_cheese,395.0,4.9,61.9,5.2,0,fine,sufficient
398,apple-pie,195.5,3.8,58.4,12.2,5,near_spoiled,not_sufficient
15346,cup_cakes,421.8,0.5,38.5,5.5,0,fine,sufficient
33697,hummus,333.9,4.9,67.0,5.2,5,near_spoiled,sufficient
18514,dumplings,485.2,3.6,44.1,5.2,6,near_spoiled,sufficient
36422,macaroni_and_cheese,375.9,5.6,68.9,6.8,3,fine,sufficient
18606,dumplings,293.3,6.3,73.9,3.8,7,spoiled,not_sufficient
46006,spaghetti_carbonara,210.0,4.8,70.3,5.8,1,fine,not_sufficient
18809,dumplings,319.5,7.2,80.1,6.7,7,spoiled,sufficient
10623,cheesecake,318.7,5.0,71.6,4.6,3,fine,sufficient
32436,hot_dog,265.9,6.5,31.4,5.3,7,spoiled,not_sufficient
26602,fried_calamari,330.2,9.2,52.7,2.8,4,spoiled,sufficient
2640,beef_carpaccio,324.8,1.9,53.1,8.1,4,fine,sufficient
46050,spaghetti_carbonara,230.9,5.6,61.6,7.5,3,fine,not_sufficient
19464,edamame,275.5,5.6,70.0,7.5,4,fine,not_sufficient
19713,edamame,205.4,3.6,48.9,6.2,0,fine,not_sufficient
2047,beef_carpaccio,556.9,6.5,51.0,4.8,7,spoiled,sufficient
49731,waffles,461.7,2.1,65.5,5.6,7,spoiled,sufficient
8668,ceviche,527.7,3.2,41.9,2.5,2,fine,sufficient
8283,ceviche,335.5,5.0,72.3,7.5,1,fine,sufficient
20254,falafel,401.2,7.8,97.4,1.7,1,near_spoiled,sufficient
45691,seaweed_salad,399.7,8.7,83.6,21.5,2,spoiled,sufficient
36094,macaroni_and_cheese,324.8,4.1,63.1,5.1,1,fine,sufficient
46955,spaghetti_carbonara,320.9,1.7,48.7,7.3,2,fine,sufficient
24138,french_onion_soup,286.3,3.9,68.9,1.9,5,near_spoiled,not_sufficient
34071,ice_cream,308.3,3.1,57.2,5.2,1,fine,sufficient
44935,sashimi,291.7,3.9,59.6,4.8,2,fine,not_sufficient
12561,chicken_wings,457.4,3.2,47.2,7.0,3,fine,sufficient
10988,cheesecake,275.2,6.6,44.2,3.6,0,near_spoiled,not_sufficient
44086,sashimi,471.9,3.9,56.2,2.5,4,fine,sufficient
29607,greek_salad,305.5,8.0,43.1,20.9,2,near_spoiled,sufficient
46712,spaghetti_carbonara,416.4,1.8,32.8,5.7,4,fine,sufficient
11789,chicken_curry,228.0,2.9,64.5,4.1,7,spoiled,not_sufficient
12961,chicken_wings,431.6,6.1,91.7,5.6,7,spoiled,sufficient
28498,garlic_bread,493.0,3.0,35.6,3.7,3,fine,sufficient
16591,deviled_eggs,301.7,3.3,51.4,5.3,4,fine,sufficient
2457,beef_carpaccio,322.2,6.4,54.8,6.2,1,near_spoiled,sufficient
42555,ramen,371.7,5.7,48.2,4.6,3,fine,sufficient
28590,garlic_bread,253.7,2.4,43.0,7.5,0,fine,not_sufficient
4813,bread_pudding,440.2,6.1,31.6,4.0,1,near_spoiled,sufficient
37191,nachos,301.4,1.7,58.0,2.4,2,fine,sufficient
29980,greek_salad,291.2,1.0,65.8,17.1,2,near_spoiled,not_sufficient
14429,creme_brulee,342.7,2.8,48.4,6.1,7,spoiled,sufficient
22507,fish_and_chips,291.3,4.4,44.4,4.9,7,spoiled,not_sufficient
14470,creme_brulee,479.3,2.5,36.6,4.9,4,fine,sufficient
33863,hummus,437.5,7.9,67.4,6.5,3,near_spoiled,sufficient
33842,hummus,313.5,5.0,47.7,9.9,0,fine,sufficient
20636,falafel,433.5,3.7,74.5,7.2,5,near_spoiled,sufficient
35653,lobster_roll_sandwich,311.2,2.5,56.0,2.9,2,fine,sufficient
24073,french_onion_soup,322.5,6.2,73.2,7.1,4,near_spoiled,sufficient
21520,filet_mignon,392.7,3.2,39.5,4.8,3,fine,sufficient
14266,creme_brulee,429.4,4.2,77.2,6.8,2,fine,sufficient
25724,french_toast,193.1,2.3,66.3,4.1,7,spoiled,not_sufficient
19591,edamame,310.8,7.9,55.6,4.8,1,near_spoiled,sufficient
33619,hummus,222.1,7.5,58.8,7.0,0,near_spoiled,not_sufficient
14439,creme_brulee,282.4,3.3,85.6,7.4,1,fine,not_sufficient
47676,strawberry_shortcake,189.3,2.3,65.3,3.8,5,near_spoiled,not_sufficient
48342,sushi,325.3,4.4,60.3,3.7,2,fine,sufficient
15157,cup_cakes,334.3,3.1,57.6,3.2,2,fine,sufficient
21053,filet_mignon,212.7,5.5,89.3,8.8,1,fine,not_sufficient
20717,falafel,342.6,3.3,63.9,3.8,6,near_spoiled,sufficient
4506,bread_pudding,443.8,2.7,45.1,8.0,1,fine,sufficient
13515,chocolate_cake,356.7,6.8,31.5,4.6,0,near_spoiled,sufficient
7166,carrot_cake,519.2,8.4,34.7,15.9,5,spoiled,sufficient
43478,risotto,173.6,6.3,58.1,3.4,6,near_spoiled,not_sufficient
17990,donuts,390.5,6.6,63.9,5.2,6,near_spoiled,sufficient
9894,cheese_plate,496.0,3.4,69.8,1.6,0,fine,sufficient
6771,caesar_salad,218.1,3.9,69.7,28.5,1,spoiled,not_sufficient
39627,onion_rings,345.3,1.8,51.5,4.4,0,fine,sufficient
16184,deviled_eggs,247.5,7.4,64.8,2.4,7,spoiled,not_sufficient
28924,garlic_bread,257.0,7.1,28.1,4.2,5,near_spoiled,not_sufficient
47619,strawberry_shortcake,447.4,5.9,62.5,4.6,4,fine,sufficient
40197,pancakes,323.6,4.1,62.8,0.9,4,fine,sufficient
21830,filet_mignon,235.5,5.8,46.1,5.4,5,near_spoiled,not_sufficient
7187,carrot_cake,415.6,4.8,30.5,21.3,0,near_spoiled,sufficient
41625,pizza,392.3,6.5,39.4,1.9,7,spoiled,sufficient
22187,fish_and_chips,306.8,4.6,79.3,3.7,4,fine,sufficient
31204,hot_and_sour_soup,353.4,5.0,48.9,2.2,5,near_spoiled,sufficient
5156,breakfast_burrito,396.6,5.8,88.4,4.8,0,fine,sufficient
35348,lobster_roll_sandwich,202.3,5.1,73.9,4.7,3,fine,not_sufficient
4468,bread_pudding,375.0,2.8,38.0,3.2,4,fine,sufficient
22527,fish_and_chips,379.0,3.7,58.5,2.7,3,fine,sufficient
20275,falafel,414.8,4.7,64.0,4.2,6,near_spoiled,sufficient
17434,donuts,525.3,7.2,58.0,5.3,3,near_spoiled,sufficient
19235,edamame,464.0,6.9,68.4,5.6,7,spoiled,sufficient
28127,garlic_bread,467.5,5.6,30.8,1.4,6,near_spoiled,sufficient
31653,hot_and_sour_soup,461.0,4.0,68.2,6.4,0,fine,sufficient
46048,spaghetti_carbonara,321.9,0.8,45.6,5.7,5,near_spoiled,sufficient
6563,caesar_salad,183.0,3.7,74.6,24.4,2,near_spoiled,not_sufficient
26852,fried_calamari,232.4,4.7,30.5,3.4,2,fine,not_sufficient
27995,fried_rice,369.4,7.5,45.0,5.5,2,near_spoiled,sufficient
38814,omelette,394.7,1.3,60.2,9.0,5,near_spoiled,sufficient
23306,french_fries,236.7,8.9,47.5,3.9,3,spoiled,not_sufficient
1153,baklava,497.6,4.3,47.0,3.4,2,fine,sufficient
36973,macaroni_and_cheese,275.1,8.1,31.6,5.3,0,spoiled,not_sufficient
1193,baklava,133.0,2.4,54.7,3.7,0,fine,not_sufficient
19161,edamame,303.1,5.3,68.7,3.7,5,near_spoiled,sufficient
14413,creme_brulee,470.4,1.2,72.0,5.6,2,fine,sufficient
49647,waffles,299.3,5.9,63.7,2.5,6,near_spoiled,not_sufficient
45394,seaweed_salad,242.1,1.4,66.1,18.2,3,near_spoiled,not_sufficient
33944,hummus,236.9,5.8,66.9,5.1,3,fine,not_sufficient
32612,hot_dog,373.1,8.5,52.0,6.3,2,spoiled,sufficient
17983,donuts,417.3,5.1,69.8,7.2,5,near_spoiled,sufficient
3380,beef_salad,350.7,8.8,54.5,21.1,2,spoiled,sufficient
11697,chicken_curry,406.4,5.1,29.9,6.1,7,spoiled,sufficient
24349,french_onion_soup,419.2,4.9,38.5,5.4,7,spoiled,sufficient
16201,deviled_eggs,214.8,4.7,61.4,4.5,1,fine,not_sufficient
40272,pancakes,414.3,4.0,61.9,8.1,1,fine,sufficient
42916,ramen,362.7,4.1,56.1,9.1,2,fine,sufficient
23620,french_fries,374.4,3.0,56.1,4.1,5,near_spoiled,sufficient
20171,falafel,468.0,5.6,52.4,6.1,5,near_spoiled,sufficient
37314,nachos,216.8,3.7,66.3,4.4,1,fine,not_sufficient
33528,hummus,359.7,8.4,68.8,6.7,5,spoiled,sufficient
22933,fish_and_chips,279.2,3.6,52.8,3.6,6,near_spoiled,not_sufficient
12990,chicken_wings,391.7,5.5,57.2,8.4,1,fine,sufficient
39141,onion_rings,396.2,7.2,71.5,7.2,3,near_spoiled,sufficient
38844,omelette,362.9,7.4,33.1,4.4,6,near_spoiled,sufficient
45777,seaweed_salad,432.7,8.0,69.0,11.5,1,near_spoiled,sufficient
17981,donuts,336.8,1.5,31.0,5.7,6,near_spoiled,sufficient
45087,seaweed_salad,434.8,6.0,73.0,20.5,1,near_spoiled,sufficient
46725,spaghetti_carbonara,353.5,10.0,64.3,4.6,3,spoiled,sufficient
43307,risotto,152.0,3.7,53.5,3.1,5,near_spoiled,not_sufficient
43974,risotto,421.6,5.9,82.4,5.4,0,fine,sufficient
47939,strawberry_shortcake,487.9,3.2,57.5,2.5,4,fine,sufficient
43235,risotto,328.4,3.8,23.6,5.2,0,fine,sufficient
24826,french_onion_soup,318.8,2.9,54.3,3.9,4,fine,sufficient
41619,pizza,399.3,5.6,33.2,3.2,4,fine,sufficient
273,apple-pie,276.0,6.4,75.4,19.1,7,spoiled,not_sufficient
12139,chicken_wings,211.3,3.5,71.1,1.3,1,fine,not_sufficient
814,apple-pie,252.4,8.3,73.9,15.9,0,spoiled,not_sufficient
35860,lobster_roll_sandwich,234.9,5.6,42.7,8.7,4,fine,not_sufficient
6196,caesar_salad,277.3,7.2,79.2,13.1,2,near_spoiled,not_sufficient
7629,carrot_cake,133.0,4.2,70.8,29.0,6,spoiled,not_sufficient
45580,seaweed_salad,301.7,9.1,32.0,17.1,2,spoiled,sufficient
4085,bread_pudding,386.3,5.8,37.9,2.6,7,spoiled,sufficient
32658,hot_dog,359.4,5.9,51.8,6.2,3,fine,sufficient
30085,grilled_salmon,379.6,3.0,54.8,6.4,6,near_spoiled,sufficient
37300,nachos,263.0,4.2,70.9,6.0,0,fine,not_sufficient
18161,dumplings,589.8,5.4,51.3,5.3,2,fine,sufficient
24312,french_onion_soup,337.5,0.5,69.0,0.6,6,near_spoiled,sufficient
22194,fish_and_chips,318.7,3.7,78.5,2.1,1,fine,sufficient
43218,risotto,298.3,4.3,89.2,4.9,4,fine,not_sufficient
16852,deviled_eggs,226.6,3.9,70.5,7.3,6,near_spoiled,not_sufficient
29553,greek_salad,513.5,8.9,56.1,20.4,3,spoiled,sufficient
38741,omelette,443.6,6.8,56.5,2.1,3,near_spoiled,sufficient
41804,pizza,347.8,2.6,54.8,5.9,0,fine,sufficient
5551,breakfast_burrito,306.2,6.9,32.5,4.4,6,near_spoiled,sufficient
16069,deviled_eggs,333.4,3.6,89.3,0.0,1,fine,sufficient
3342,beef_salad,470.6,3.9,51.6,14.2,3,fine,sufficient
31593,hot_and_sour_soup,371.9,5.7,54.4,4.3,2,fine,sufficient
