index,food_type,class_index,weight_g,temperature_C,humidity_%,gas_ppm,days_since_added,condition,sufficient
5478,breakfast_burrito,5,536.3,3.9,67.5,5.2,5,near_spoiled,sufficient
46730,spaghetti_carbonara,46,415.0,7.0,59.7,7.7,2,near_spoiled,sufficient
43595,risotto,43,451.0,8.8,37.7,2.9,7,spoiled,sufficient
43236,risotto,43,234.9,4.4,87.5,3.1,3,fine,not_sufficient
33187,hummus,33,322.0,0.0,47.5,5.5,2,fine,sufficient
31670,hot_and_sour_soup,31,426.3,8.9,74.4,3.2,0,spoiled,sufficient
17513,donuts,17,456.5,0.8,61.6,4.8,2,fine,sufficient
14325,creme_brulee,14,250.0,2.6,53.9,2.5,5,near_spoiled,not_sufficient
43454,risotto,43,496.6,3.3,71.8,3.4,0,fine,sufficient
29500,greek_salad,29,235.7,2.2,53.8,17.8,0,near_spoiled,not_sufficient
42682,ramen,42,281.2,6.4,56.9,6.1,6,near_spoiled,not_sufficient
42327,ramen,42,299.7,5.6,45.3,3.3,1,fine,not_sufficient
18307,dumplings,18,357.6,4.2,72.1,15.1,5,near_spoiled,sufficient
49529,waffles,49,265.6,7.1,20.0,6.3,7,spoiled,not_sufficient
44746,sashimi,44,272.2,6.6,51.7,3.5,1,near_spoiled,not_sufficient
46828,spaghetti_carbonara,46,391.1,3.8,44.1,4.3,1,fine,sufficient
27532,fried_rice,27,342.9,6.9,66.9,6.2,3,near_spoiled,sufficient
24956,french_onion_soup,24,392.4,3.1,70.0,1.8,5,near_spoiled,sufficient
14484,creme_brulee,14,325.6,2.1,74.5,3.0,2,fine,sufficient
11340,chicken_curry,11,281.2,1.9,59.9,1.4,1,fine,not_sufficient
41226,pizza,41,440.7,1.2,39.4,9.5,7,spoiled,sufficient
35470,lobster_roll_sandwich,35,495.9,3.1,81.3,6.5,5,near_spoiled,sufficient
45390,seaweed_salad,45,181.7,5.8,85.3,19.6,2,near_spoiled,not_sufficient
2257,beef_carpaccio,2,282.9,3.9,59.0,2.8,6,near_spoiled,not_sufficient
35178,lobster_roll_sandwich,35,327.8,6.1,65.1,5.3,4,near_spoiled,sufficient
10711,cheesecake,10,343.1,7.9,65.8,2.5,1,near_spoiled,sufficient
14021,creme_brulee,14,311.6,1.2,52.8,8.5,2,fine,sufficient
12431,chicken_wings,12,308.3,4.7,54.1,6.0,4,fine,sufficient
27578,fried_rice,27,242.1,3.1,41.5,5.4,3,fine,not_sufficient
36892,macaroni_and_cheese,36,547.6,1.9,60.1,5.1,4,fine,sufficient
30253,grilled_salmon,30,394.7,4.5,49.5,7.1,0,fine,sufficient
2949,beef_carpaccio,2,345.3,5.0,45.4,3.8,5,near_spoiled,sufficient
18035,dumplings,18,553.6,7.7,69.1,22.2,4,near_spoiled,sufficient
33760,hummus,33,289.9,5.2,66.4,2.9,5,near_spoiled,not_sufficient
25720,french_toast,25,372.8,7.4,56.4,5.0,6,near_spoiled,sufficient
31783,hot_and_sour_soup,31,394.2,6.0,55.1,6.0,7,spoiled,sufficient
25401,french_toast,25,347.2,5.9,53.3,3.1,0,fine,sufficient
32003,hot_dog,32,171.6,4.6,61.7,7.2,6,near_spoiled,not_sufficient
32694,hot_dog,32,295.4,3.7,71.4,4.1,0,fine,not_sufficient
33108,hummus,33,414.3,4.5,49.6,4.6,4,fine,sufficient
35028,lobster_roll_sandwich,35,263.5,3.8,74.5,1.3,2,fine,not_sufficient
8463,ceviche,8,182.9,4.8,85.2,6.2,0,fine,not_sufficient
44679,sashimi,44,440.0,4.3,52.0,6.7,5,near_spoiled,sufficient
7925,carrot_cake,7,330.7,7.6,57.3,16.9,3,near_spoiled,sufficient
40869,pancakes,40,302.1,5.5,50.9,3.4,1,fine,sufficient
26908,fried_calamari,26,225.3,5.7,63.9,2.6,1,fine,not_sufficient
16628,deviled_eggs,16,476.5,6.2,72.9,5.3,1,near_spoiled,sufficient
41526,pizza,41,418.6,7.7,38.2,4.2,1,near_spoiled,sufficient
45236,seaweed_salad,45,285.4,1.6,35.2,18.5,1,near_spoiled,not_sufficient
32913,hot_dog,32,388.9,2.3,69.1,2.9,7,spoiled,sufficient
22480,fish_and_chips,22,409.8,3.4,49.3,4.5,0,fine,sufficient
7873,carrot_cake,7,329.8,3.4,64.5,13.8,4,fine,sufficient
43131,risotto,43,190.5,6.2,67.5,6.0,1,near_spoiled,not_sufficient
30077,grilled_salmon,30,222.9,4.7,59.4,5.4,5,near_spoiled,not_sufficient
10595,cheesecake,10,410.0,6.4,45.7,5.4,2,near_spoiled,sufficient
42801,ramen,42,321.6,3.0,55.2,2.6,4,fine,sufficient
3990,beef_salad,3,342.0,4.5,21.3,31.0,1,spoiled,sufficient
43567,risotto,43,410.6,5.0,74.8,6.7,1,fine,sufficient
43419,risotto,43,364.6,4.8,54.0,5.5,0,fine,sufficient
46302,spaghetti_carbonara,46,392.7,6.6,87.3,4.0,3,near_spoiled,sufficient
29921,greek_salad,29,270.3,2.8,55.6,12.8,3,fine,not_sufficient
10888,cheesecake,10,279.1,7.7,47.6,4.4,7,spoiled,not_sufficient
29831,greek_salad,29,330.3,8.3,54.3,28.4,1,spoiled,sufficient
49845,waffles,49,109.4,4.8,55.4,5.5,6,near_spoiled,not_sufficient
26948,fried_calamari,26,351.9,6.3,80.3,3.1,1,near_spoiled,sufficient
13773,chocolate_cake,13,367.6,5.3,63.9,0.8,0,fine,sufficient
48144,sushi,48,162.4,4.6,46.8,8.3,0,fine,not_sufficient
5417,breakfast_burrito,5,248.1,3.9,64.6,3.5,1,fine,not_sufficient
19293,edamame,19,390.1,6.8,52.2,23.4,7,spoiled,sufficient
19679,edamame,19,141.1,7.4,55.3,25.1,6,spoiled,not_sufficient
25393,french_toast,25,486.4,2.8,64.3,5.9,3,fine,sufficient
47252,strawberry_shortcake,47,589.3,4.9,52.2,3.6,2,fine,sufficient
14423,creme_brulee,14,407.3,3.4,68.3,4.9,1,fine,sufficient
7496,carrot_cake,7,401.1,0.8,68.8,16.6,4,near_spoiled,sufficient
7023,carrot_cake,7,273.5,5.5,69.3,26.6,1,spoiled,not_sufficient
12222,chicken_wings,12,407.5,8.1,58.7,4.1,5,spoiled,sufficient
7104,carrot_cake,7,426.6,3.1,81.7,29.6,6,spoiled,sufficient
22377,fish_and_chips,22,308.1,5.3,72.8,5.3,3,fine,sufficient
3497,beef_salad,3,517.4,4.1,79.4,22.5,2,near_spoiled,sufficient
15407,cup_cakes,15,259.3,5.1,56.6,7.9,4,fine,not_sufficient
18834,dumplings,18,436.7,5.4,66.1,19.5,3,near_spoiled,sufficient
14883,creme_brulee,14,380.5,1.4,66.0,8.4,4,fine,sufficient
34512,ice_cream,34,347.6,2.9,36.4,3.0,5,near_spoiled,sufficient
38146,omelette,38,456.8,3.9,81.0,1.5,3,fine,sufficient
32494,hot_dog,32,564.2,3.8,46.6,4.3,1,fine,sufficient
17192,donuts,17,278.9,8.2,56.0,4.0,1,spoiled,not_sufficient
5548,breakfast_burrito,5,376.1,3.6,60.5,3.7,3,fine,sufficient
30775,grilled_salmon,30,372.1,5.4,63.7,3.4,2,fine,sufficient
27961,fried_rice,27,211.0,3.7,77.4,4.3,2,fine,not_sufficient
25178,french_toast,25,544.4,1.7,46.3,5.5,1,fine,sufficient
32631,hot_dog,32,538.9,6.4,40.6,1.4,3,near_spoiled,sufficient
5515,breakfast_burrito,5,402.5,3.5,70.8,5.9,4,fine,sufficient
39657,onion_rings,39,265.6,5.0,81.4,6.1,7,spoiled,not_sufficient
1874,baklava,1,374.4,5.4,39.8,4.7,0,fine,sufficient
3638,beef_salad,3,330.9,6.7,65.3,21.3,3,near_spoiled,sufficient
46395,spaghetti_carbonara,46,343.0,6.1,51.3,5.9,0,near_spoiled,sufficient
28936,garlic_bread,28,216.4,0.9,56.7,5.4,6,near_spoiled,not_sufficient
22158,fish_and_chips,22,288.3,1.6,91.8,7.7,6,near_spoiled,not_sufficient
33810,hummus,33,386.9,3.2,48.3,9.3,5,near_spoiled,sufficient
28264,garlic_bread,28,424.0,5.2,43.6,3.0,2,fine,sufficient
43347,risotto,43,338.1,2.0,29.5,0.6,1,fine,sufficient
33249,hummus,33,436.1,3.0,73.5,3.4,3,fine,sufficient
21620,filet_mignon,21,379.7,5.8,70.7,3.3,6,near_spoiled,sufficient
37410,nachos,37,377.7,5.9,63.3,6.4,4,fine,sufficient
5318,breakfast_burrito,5,419.0,6.5,84.1,6.9,4,near_spoiled,sufficient
20180,falafel,20,560.8,8.3,45.5,5.1,2,spoiled,sufficient
29134,greek_salad,29,444.6,3.4,52.9,17.8,3,near_spoiled,sufficient
18921,dumplings,18,373.1,7.7,76.4,13.9,2,near_spoiled,sufficient
38256,omelette,38,349.8,6.0,66.9,7.3,6,near_spoiled,sufficient
4717,bread_pudding,4,284.6,3.7,32.6,4.4,3,fine,not_sufficient
23608,french_fries,23,438.4,8.1,65.0,6.6,0,spoiled,sufficient
5473,breakfast_burrito,5,443.3,4.2,55.2,4.8,1,fine,sufficient
14616,creme_brulee,14,453.3,1.7,36.1,5.6,2,fine,sufficient
41686,pizza,41,108.1,5.7,33.5,7.6,7,spoiled,not_sufficient
7918,carrot_cake,7,312.1,5.5,86.0,24.3,6,near_spoiled,sufficient
41498,pizza,41,200.6,6.3,33.5,7.4,4,near_spoiled,not_sufficient
25750,french_toast,25,496.9,6.1,52.0,4.8,7,spoiled,sufficient
35340,lobster_roll_sandwich,35,514.4,6.7,73.3,5.5,3,near_spoiled,sufficient
10175,cheesecake,10,382.0,4.4,59.6,5.3,5,near_spoiled,sufficient
24831,french_onion_soup,24,262.5,6.0,72.8,5.7,7,spoiled,not_sufficient
37134,nachos,37,510.1,5.0,52.8,5.5,1,fine,sufficient
42629,ramen,42,323.5,7.0,30.4,8.6,2,near_spoiled,sufficient
36986,macaroni_and_cheese,36,385.2,6.1,62.5,3.0,1,near_spoiled,sufficient
271,apple-pie,0,359.1,7.2,57.8,19.3,6,near_spoiled,sufficient
33665,hummus,33,448.9,2.8,78.2,4.4,2,fine,sufficient
23949,french_fries,23,311.6,6.3,71.8,4.7,5,near_spoiled,sufficient
27059,fried_rice,27,377.6,8.9,55.4,3.6,4,spoiled,sufficient
42928,ramen,42,556.1,8.1,45.1,6.8,1,spoiled,sufficient
21097,filet_mignon,21,273.2,3.6,51.5,7.4,3,fine,not_sufficient
39913,onion_rings,39,373.2,6.3,65.4,2.3,4,near_spoiled,sufficient
24331,french_onion_soup,24,483.6,4.8,71.9,2.8,6,near_spoiled,sufficient
32193,hot_dog,32,368.6,5.2,39.1,3.3,0,fine,sufficient
49041,waffles,49,453.8,3.3,48.5,1.6,5,near_spoiled,sufficient
21172,filet_mignon,21,375.0,5.9,42.6,6.2,3,fine,sufficient
6456,caesar_salad,6,292.3,1.1,45.1,35.5,3,spoiled,not_sufficient
13403,chocolate_cake,13,372.1,4.4,54.0,5.6,7,spoiled,sufficient
1924,baklava,1,190.5,5.8,26.1,6.4,1,fine,not_sufficient
11511,chicken_curry,11,292.1,8.3,58.5,5.8,7,spoiled,not_sufficient
25871,french_toast,25,145.6,5.5,51.1,4.3,7,spoiled,not_sufficient
10643,cheesecake,10,371.4,6.3,27.3,4.9,5,near_spoiled,sufficient
45173,seaweed_salad,45,268.1,0.8,46.5,26.4,2,spoiled,not_sufficient
32686,hot_dog,32,560.0,3.1,59.5,5.3,4,fine,sufficient
33728,hummus,33,241.5,2.1,57.5,1.1,6,near_spoiled,not_sufficient
4110,bread_pudding,4,435.9,7.4,32.1,2.5,6,near_spoiled,sufficient
14724,creme_brulee,14,284.5,1.3,69.8,3.3,4,fine,not_sufficient
27577,fried_rice,27,288.8,6.7,42.5,3.5,5,near_spoiled,not_sufficient
32638,hot_dog,32,212.5,6.7,41.3,4.6,3,near_spoiled,not_sufficient
8214,ceviche,8,312.4,3.3,73.2,3.3,0,fine,sufficient
45228,seaweed_salad,45,465.2,3.1,53.3,21.4,1,near_spoiled,sufficient
28009,garlic_bread,28,353.0,8.3,29.0,0.9,2,spoiled,sufficient
36909,macaroni_and_cheese,36,323.0,5.5,61.5,4.1,6,near_spoiled,sufficient
44055,sashimi,44,284.6,4.9,65.9,7.2,3,fine,not_sufficient
8293,ceviche,8,443.1,3.5,75.2,4.4,1,fine,sufficient
30486,grilled_salmon,30,355.3,3.5,72.1,7.6,3,fine,sufficient
29437,greek_salad,29,447.9,7.1,68.7,14.5,1,near_spoiled,sufficient
6437,caesar_salad,6,503.3,4.0,88.4,20.3,3,near_spoiled,sufficient
43214,risotto,43,223.2,8.5,57.1,5.8,6,spoiled,not_sufficient
44751,sashimi,44,367.8,3.7,55.9,3.3,1,fine,sufficient
4122,bread_pudding,4,374.2,3.8,35.2,4.0,7,spoiled,sufficient
46863,spaghetti_carbonara,46,455.0,6.2,58.3,2.2,2,near_spoiled,sufficient
14648,creme_brulee,14,185.5,1.1,50.1,5.4,4,fine,not_sufficient
7076,carrot_cake,7,292.0,5.4,74.1,24.4,3,near_spoiled,not_sufficient
2034,beef_carpaccio,2,340.8,5.7,72.1,5.4,2,fine,sufficient
30718,grilled_salmon,30,322.7,7.1,48.8,2.7,4,near_spoiled,sufficient
686,apple-pie,0,331.5,5.2,61.4,19.3,6,near_spoiled,sufficient
4376,bread_pudding,4,376.6,4.2,47.0,8.5,4,fine,sufficient
44522,sashimi,44,379.2,3.2,81.1,5.7,7,spoiled,sufficient
25207,french_toast,25,434.2,8.7,79.4,6.8,7,spoiled,sufficient
4003,bread_pudding,4,248.5,7.7,51.9,4.7,3,near_spoiled,not_sufficient
27457,fried_rice,27,210.5,5.1,85.2,4.4,7,spoiled,not_sufficient
12362,chicken_wings,12,372.0,8.3,66.6,1.4,6,spoiled,sufficient
24376,french_onion_soup,24,395.2,5.6,68.8,7.9,7,spoiled,sufficient
49934,waffles,49,356.8,5.7,66.4,6.3,4,fine,sufficient
19471,edamame,19,328.1,5.3,68.1,22.9,0,near_spoiled,sufficient
11801,chicken_curry,11,294.3,0.0,68.2,4.2,0,fine,not_sufficient
9518,cheese_plate,9,274.7,2.5,77.0,3.5,2,fine,not_sufficient
7137,carrot_cake,7,359.6,4.4,36.2,24.2,3,near_spoiled,sufficient
36202,macaroni_and_cheese,36,352.6,4.2,60.7,8.5,7,spoiled,sufficient
26423,fried_calamari,26,373.5,5.6,66.6,5.8,7,spoiled,sufficient
6249,caesar_salad,6,265.1,4.2,40.8,26.7,0,spoiled,not_sufficient
45838,seaweed_salad,45,388.3,3.8,69.1,27.4,2,spoiled,sufficient
6745,caesar_salad,6,242.4,4.0,48.7,23.8,1,near_spoiled,not_sufficient
7851,carrot_cake,7,283.2,9.2,49.5,10.9,4,spoiled,not_sufficient
18760,dumplings,18,384.4,2.7,53.5,21.6,7,spoiled,sufficient
41432,pizza,41,465.1,4.2,36.0,4.4,7,spoiled,sufficient
4803,bread_pudding,4,389.1,2.8,35.1,4.5,3,fine,sufficient
3518,beef_salad,3,476.8,3.4,68.6,16.6,1,near_spoiled,sufficient
42624,ramen,42,630.4,6.7,61.9,4.6,2,near_spoiled,sufficient
43438,risotto,43,599.5,1.6,81.2,4.0,4,fine,sufficient
29027,greek_salad,29,383.3,4.3,66.6,15.2,2,near_spoiled,sufficient
29261,greek_salad,29,251.1,4.3,54.8,7.7,0,fine,not_sufficient
10161,cheesecake,10,421.2,6.1,30.7,2.5,3,near_spoiled,sufficient
2362,beef_carpaccio,2,477.2,8.1,93.1,7.2,3,spoiled,sufficient
19865,edamame,19,482.7,6.3,53.4,17.8,0,near_spoiled,sufficient
16661,deviled_eggs,16,243.0,5.2,33.5,5.7,3,fine,not_sufficient
3479,beef_salad,3,379.1,5.6,72.2,21.5,2,near_spoiled,sufficient
17721,donuts,17,234.0,6.8,43.6,5.1,3,near_spoiled,not_sufficient
15504,cup_cakes,15,244.7,3.5,63.1,5.1,7,spoiled,not_sufficient
20403,falafel,20,417.6,5.2,74.8,0.7,4,fine,sufficient
28302,garlic_bread,28,388.0,7.5,42.2,4.0,1,near_spoiled,sufficient
5660,breakfast_burrito,5,399.6,3.4,48.8,7.6,0,fine,sufficient
2202,beef_carpaccio,2,467.9,5.5,54.2,4.2,3,fine,sufficient
44296,sashimi,44,342.5,3.5,56.5,2.6,2,fine,sufficient
26078,fried_calamari,26,474.8,4.3,70.2,4.6,6,near_spoiled,sufficient
10315,cheesecake,10,240.3,3.4,56.9,3.6,1,fine,not_sufficient
12347,chicken_wings,12,319.1,6.2,43.5,6.3,6,near_spoiled,sufficient
32154,hot_dog,32,425.7,4.4,70.1,3.9,2,fine,sufficient
20521,falafel,20,386.8,2.9,63.9,6.4,2,fine,sufficient
18040,dumplings,18,360.1,10.0,46.1,20.4,7,spoiled,sufficient
20860,falafel,20,331.7,4.9,66.6,6.1,5,near_spoiled,sufficient
270,apple-pie,0,332.2,5.8,36.5,18.7,6,near_spoiled,sufficient
49590,waffles,49,285.5,7.2,59.7,5.1,1,near_spoiled,not_sufficient
23739,french_fries,23,348.4,3.8,48.7,4.1,3,fine,sufficient
35228,lobster_roll_sandwich,35,386.9,3.1,57.9,4.2,1,fine,sufficient
178,apple-pie,0,513.2,3.2,88.8,17.7,4,near_spoiled,sufficient
33092,hummus,33,257.7,5.1,79.1,3.1,3,fine,not_sufficient
23411,french_fries,23,319.4,4.2,64.7,6.7,3,fine,sufficient
26215,fried_calamari,26,244.9,4.5,66.5,6.3,3,fine,not_sufficient
32416,hot_dog,32,199.2,5.8,67.3,3.3,1,fine,not_sufficient
32058,hot_dog,32,367.5,8.3,54.7,5.7,6,spoiled,sufficient
35260,lobster_roll_sandwich,35,318.8,4.3,43.0,2.1,6,near_spoiled,sufficient
48869,sushi,48,320.4,4.0,71.1,5.3,3,fine,sufficient
46570,spaghetti_carbonara,46,258.5,3.4,43.1,5.9,1,fine,not_sufficient
21179,filet_mignon,21,336.8,8.5,41.0,5.3,2,spoiled,sufficient
31960,hot_and_sour_soup,31,611.9,7.0,55.0,1.5,4,near_spoiled,sufficient
24750,french_onion_soup,24,303.6,6.0,66.0,6.4,2,fine,sufficient
20912,falafel,20,241.0,4.5,36.3,4.7,2,fine,not_sufficient
4843,bread_pudding,4,456.3,3.5,43.1,1.2,5,near_spoiled,sufficient
31697,hot_and_sour_soup,31,328.8,4.1,44.5,2.3,2,fine,sufficient
48534,sushi,48,399.9,3.6,20.4,2.0,1,fine,sufficient
32639,hot_dog,32,144.1,8.0,31.6,3.6,0,near_spoiled,not_sufficient
14073,creme_brulee,14,438.8,0.0,41.3,2.4,3,fine,sufficient
5136,breakfast_burrito,5,228.2,5.0,45.8,6.3,5,near_spoiled,not_sufficient
7769,carrot_cake,7,571.5,3.1,44.3,12.6,2,fine,sufficient
38014,omelette,38,235.5,5.1,47.7,4.6,4,fine,not_sufficient
22163,fish_and_chips,22,405.3,4.4,66.6,5.1,7,spoiled,sufficient
34713,ice_cream,34,280.5,2.0,49.8,2.6,5,near_spoiled,not_sufficient
32239,hot_dog,32,326.6,4.8,43.1,7.1,4,fine,sufficient
42580,ramen,42,328.8,5.2,49.3,6.4,3,fine,sufficient
22170,fish_and_chips,22,417.4,3.9,44.5,3.7,6,near_spoiled,sufficient
22787,fish_and_chips,22,401.6,3.9,60.2,4.8,2,fine,sufficient
913,apple-pie,0,512.4,4.0,76.4,16.3,7,spoiled,sufficient
40792,pancakes,40,454.0,5.4,31.7,7.4,0,fine,sufficient
10062,cheesecake,10,425.5,3.4,53.7,4.5,0,fine,sufficient
20788,falafel,20,319.9,3.1,72.0,7.3,7,spoiled,sufficient
19583,edamame,19,482.8,3.9,59.9,17.5,0,near_spoiled,sufficient
32232,hot_dog,32,174.4,4.5,66.5,7.7,7,spoiled,not_sufficient
32085,hot_dog,32,370.3,6.0,42.9,8.5,3,fine,sufficient
28163,garlic_bread,28,309.1,3.8,25.6,3.9,7,spoiled,sufficient
15337,cup_cakes,15,401.8,7.5,37.5,0.8,2,near_spoiled,sufficient
6877,caesar_salad,6,236.0,4.7,91.5,21.7,1,near_spoiled,not_sufficient
41065,pizza,41,536.4,3.0,43.1,7.4,5,near_spoiled,sufficient
12586,chicken_wings,12,290.1,5.4,63.7,5.3,2,fine,not_sufficient
49261,waffles,49,336.5,7.2,45.4,7.4,5,near_spoiled,sufficient
623,apple-pie,0,288.6,6.1,66.0,20.1,5,near_spoiled,not_sufficient
40655,pancakes,40,420.5,6.2,82.2,3.3,1,near_spoiled,sufficient
27902,fried_rice,27,213.2,7.1,45.2,1.9,5,near_spoiled,not_sufficient
49245,waffles,49,231.0,6.6,69.2,7.8,1,near_spoiled,not_sufficient
49144,waffles,49,275.6,6.7,53.7,2.1,2,near_spoiled,not_sufficient
8879,ceviche,8,315.6,5.0,49.3,4.4,2,fine,sufficient
2288,beef_carpaccio,2,368.0,6.6,93.7,1.2,2,near_spoiled,sufficient
45975,seaweed_salad,45,457.5,5.4,43.9,24.0,2,near_spoiled,sufficient
22088,fish_and_chips,22,348.3,4.0,72.2,5.1,3,fine,sufficient
18471,dumplings,18,262.9,5.3,56.5,9.4,6,near_spoiled,not_sufficient
9704,cheese_plate,9,385.4,4.0,52.8,4.5,4,fine,sufficient
34031,ice_cream,34,321.1,3.4,51.8,5.7,3,fine,sufficient
16176,deviled_eggs,16,304.6,5.8,81.5,7.4,6,near_spoiled,sufficient
8515,ceviche,8,390.8,3.6,53.7,7.5,0,fine,sufficient
12585,chicken_wings,12,291.4,4.9,26.5,7.8,1,fine,not_sufficient
25449,french_toast,25,344.5,4.6,65.6,5.1,5,near_spoiled,sufficient
28435,garlic_bread,28,315.5,1.8,40.5,4.0,6,near_spoiled,sufficient
25055,french_toast,25,295.1,6.9,27.2,2.8,1,near_spoiled,not_sufficient
40149,pancakes,40,512.6,2.7,63.7,2.1,1,fine,sufficient
33512,hummus,33,426.5,4.5,64.5,2.8,1,fine,sufficient
224,apple-pie,0,305.3,3.5,45.3,17.3,2,near_spoiled,sufficient
23756,french_fries,23,382.2,8.6,62.8,3.0,7,spoiled,sufficient
41383,pizza,41,385.0,7.0,51.0,2.1,1,near_spoiled,sufficient
35379,lobster_roll_sandwich,35,442.1,2.2,53.0,6.4,6,near_spoiled,sufficient
30278,grilled_salmon,30,371.0,7.3,65.8,2.8,4,near_spoiled,sufficient
7554,carrot_cake,7,430.1,3.8,53.9,14.4,2,fine,sufficient
2209,beef_carpaccio,2,341.2,5.0,93.4,3.2,4,fine,sufficient
48739,sushi,48,435.8,3.4,74.0,6.7,1,fine,sufficient
21150,filet_mignon,21,207.4,7.5,57.6,4.4,1,near_spoiled,not_sufficient
10426,cheesecake,10,448.2,3.5,48.7,5.6,6,near_spoiled,sufficient
31762,hot_and_sour_soup,31,363.5,4.4,44.5,7.8,4,fine,sufficient
18524,dumplings,18,403.1,3.3,65.2,19.5,5,near_spoiled,sufficient
18218,dumplings,18,351.0,6.8,72.4,22.0,6,near_spoiled,sufficient
12375,chicken_wings,12,294.5,7.5,76.1,8.3,5,near_spoiled,not_sufficient
45661,seaweed_salad,45,324.6,5.9,51.8,13.3,2,fine,sufficient
41220,pizza,41,243.7,5.3,36.3,4.1,1,fine,not_sufficient
14790,creme_brulee,14,501.4,1.9,64.6,6.4,7,spoiled,sufficient
10991,cheesecake,10,238.6,7.5,51.5,4.5,4,near_spoiled,not_sufficient
34303,ice_cream,34,269.0,3.0,67.7,4.7,7,spoiled,not_sufficient
49582,waffles,49,349.2,5.6,85.7,6.7,0,fine,sufficient
29042,greek_salad,29,410.2,6.0,53.9,23.0,1,near_spoiled,sufficient
45444,seaweed_salad,45,300.3,2.9,52.9,23.3,1,near_spoiled,sufficient
15320,cup_cakes,15,476.1,1.7,51.7,8.4,1,fine,sufficient
35503,lobster_roll_sandwich,35,425.8,5.9,46.1,3.9,6,near_spoiled,sufficient
6993,caesar_salad,6,352.5,6.3,51.0,20.3,2,near_spoiled,sufficient
18773,dumplings,18,266.4,8.4,50.8,20.8,1,spoiled,not_sufficient
8533,ceviche,8,495.4,3.1,55.7,5.4,1,fine,sufficient
5557,breakfast_burrito,5,514.7,3.5,54.1,4.9,1,fine,sufficient
37047,nachos,37,347.1,6.0,60.2,7.0,1,fine,sufficient
23843,french_fries,23,393.0,4.4,63.4,5.5,6,near_spoiled,sufficient
44623,sashimi,44,518.8,2.5,68.9,3.6,0,fine,sufficient
3753,beef_salad,3,427.7,2.5,67.8,21.9,2,near_spoiled,sufficient
8095,ceviche,8,301.5,2.6,61.7,6.8,2,fine,sufficient
28687,garlic_bread,28,466.5,2.0,29.6,5.4,7,spoiled,sufficient
36645,macaroni_and_cheese,36,395.0,4.2,66.3,3.3,2,fine,sufficient
48162,sushi,48,344.5,4.7,51.8,6.3,1,fine,sufficient
2191,beef_carpaccio,2,193.6,4.0,46.8,6.6,3,fine,not_sufficient
30862,grilled_salmon,30,344.9,7.1,77.3,6.6,3,near_spoiled,sufficient
48415,sushi,48,375.1,4.6,49.8,5.1,1,fine,sufficient
31257,hot_and_sour_soup,31,136.0,6.0,70.7,3.7,0,fine,not_sufficient
47969,strawberry_shortcake,47,476.6,5.4,82.0,8.9,1,fine,sufficient
46337,spaghetti_carbonara,46,354.8,1.0,47.4,4.9,7,spoiled,sufficient
8929,ceviche,8,306.4,5.3,69.7,4.1,0,fine,sufficient
33064,hummus,33,190.0,3.0,56.6,6.9,7,spoiled,not_sufficient
15742,cup_cakes,15,494.2,5.1,81.2,5.0,5,near_spoiled,sufficient
39401,onion_rings,39,461.9,10.0,55.1,6.4,4,spoiled,sufficient
28763,garlic_bread,28,273.8,10.0,20.0,5.5,4,spoiled,not_sufficient
22528,fish_and_chips,22,322.7,3.9,48.2,6.9,5,near_spoiled,sufficient
45722,seaweed_salad,45,316.8,3.1,59.2,29.3,0,spoiled,sufficient
19947,edamame,19,315.5,6.0,64.8,7.7,0,fine,sufficient
18789,dumplings,18,236.3,7.6,47.5,17.4,0,near_spoiled,not_sufficient
5717,breakfast_burrito,5,438.2,3.1,37.2,3.5,4,fine,sufficient
30447,grilled_salmon,30,429.3,8.8,55.2,2.1,1,spoiled,sufficient
38941,omelette,38,341.5,2.5,86.3,8.8,0,fine,sufficient
6579,caesar_salad,6,343.9,7.5,66.6,23.2,1,near_spoiled,sufficient
9384,cheese_plate,9,257.1,7.6,50.2,3.3,3,near_spoiled,not_sufficient
36465,macaroni_and_cheese,36,205.0,2.9,40.3,3.6,0,fine,not_sufficient
33268,hummus,33,291.9,2.0,46.1,3.0,6,near_spoiled,not_sufficient
49854,waffles,49,546.7,1.7,53.7,4.3,5,near_spoiled,sufficient
36615,macaroni_and_cheese,36,336.8,2.7,75.3,7.8,1,fine,sufficient
41518,pizza,41,325.7,7.1,37.2,4.2,4,near_spoiled,sufficient
17679,donuts,17,175.7,2.0,62.9,5.3,3,fine,not_sufficient
12899,chicken_wings,12,288.4,3.3,36.8,2.2,2,fine,not_sufficient
42779,ramen,42,347.3,2.9,37.6,3.3,4,fine,sufficient
43983,risotto,43,264.9,5.9,62.6,1.8,7,spoiled,not_sufficient
32798,hot_dog,32,372.8,3.7,39.3,3.4,6,near_spoiled,sufficient
31902,hot_and_sour_soup,31,343.0,2.2,61.7,1.9,6,near_spoiled,sufficient
8853,ceviche,8,397.4,2.6,48.3,1.2,2,fine,sufficient
33477,hummus,33,278.6,7.3,46.7,6.6,1,near_spoiled,not_sufficient
48987,sushi,48,517.0,4.1,41.0,6.4,3,fine,sufficient
19269,edamame,19,312.4,6.6,90.0,19.8,3,near_spoiled,sufficient
879,apple-pie,0,272.9,5.1,53.2,19.2,3,near_spoiled,not_sufficient
36766,macaroni_and_cheese,36,344.0,3.9,71.6,6.0,1,fine,sufficient
44267,sashimi,44,512.2,3.5,65.3,5.7,2,fine,sufficient
