food_type,temperature,humidity,gas_ppm,days_since_added,weight,amount_status,spoilage_status
ceviche,0.1,68.2,159,3.6,171.6,not_sufficient,fine
creme_brulee,5.0,77.2,184,3.9,243.8,not_sufficient,fine
chicken_wings,1.3,64.4,255,6.5,546.4,sufficient,near_spoiled
fish_and_chips,6.5,87.1,215,6.5,233.5,not_sufficient,near_spoiled
ice_cream,2.5,81.3,140,3.7,239.6,not_sufficient,fine
spaghetti_carbonara,5.3,89.3,227,4.0,285.4,not_sufficient,near_spoiled
ramen,4.4,87.6,187,2.7,358.1,sufficient,fine
sashimi,2.7,67.0,288,6.0,239.0,not_sufficient,near_spoiled
seaweed_salad,3.6,64.2,127,0.0,552.2,sufficient,fine
french_toast,7.0,78.9,299,4.3,368.3,sufficient,near_spoiled
falafel,3.3,78.2,194,0.7,502.5,sufficient,fine
hummus,3.5,73.4,376,2.8,576.8,sufficient,near_spoiled
omelette,4.0,63.5,195,3.3,120.3,not_sufficient,fine
hot_and_sour_soup,3.5,75.9,718,3.7,337.4,sufficient,spoiled
fried_calamari,-0.4,82.3,116,1.9,454.6,sufficient,fine
caesar_salad,3.9,81.4,499,5.6,590.7,sufficient,spoiled
apple-pie,9.0,75.9,311,3.2,127.9,not_sufficient,near_spoiled
risotto,5.4,73.0,128,3.3,499.3,sufficient,fine
sashimi,1.8,84.4,155,2.2,134.0,not_sufficient,fine
fish_and_chips,0.9,69.2,180,2.1,113.4,not_sufficient,fine
dumplings,5.2,84.5,364,4.0,539.2,sufficient,near_spoiled
sashimi,1.9,65.3,166,2.8,286.6,not_sufficient,fine
lobster_roll_sandwich,3.2,73.7,288,3.9,322.7,sufficient,near_spoiled
chicken_wings,3.7,66.9,180,3.8,315.8,sufficient,fine
fried_calamari,3.3,75.9,177,3.5,240.8,not_sufficient,fine
falafel,4.5,87.5,132,0.0,481.4,sufficient,fine
cheese_plate,0.9,65.5,116,4.2,151.2,not_sufficient,fine
falafel,6.2,76.4,130,0.0,138.4,not_sufficient,fine
pizza,6.6,70.8,180,3.1,397.6,sufficient,fine
macaroni_and_cheese,2.5,68.1,111,0.8,564.5,sufficient,fine
waffles,5.9,80.6,338,4.4,214.7,not_sufficient,near_spoiled
filet_mignon,0.7,60.5,184,3.5,222.8,not_sufficient,fine
hummus,5.9,73.8,327,4.2,395.3,sufficient,near_spoiled
lobster_roll_sandwich,2.1,83.6,117,1.5,184.7,not_sufficient,fine
edamame,6.2,60.4,171,0.7,252.4,not_sufficient,fine
sashimi,2.4,80.1,258,6.8,152.0,not_sufficient,near_spoiled
falafel,4.0,66.7,121,0.0,533.2,sufficient,fine
carrot_cake,4.3,85.7,783,5.0,392.1,sufficient,spoiled
omelette,4.8,87.4,225,3.8,586.5,sufficient,near_spoiled
ceviche,1.5,78.5,231,5.7,461.2,sufficient,near_spoiled
fish_and_chips,3.9,79.8,280,6.7,344.4,sufficient,near_spoiled
onion_rings,3.0,75.1,178,1.0,471.8,sufficient,fine
caesar_salad,2.3,83.6,133,0.9,193.3,not_sufficient,fine
hummus,3.1,66.6,143,0.2,175.8,not_sufficient,fine
fish_and_chips,3.5,74.8,297,6.0,481.1,sufficient,near_spoiled
dumplings,4.8,60.7,119,2.2,143.2,not_sufficient,fine
pizza,5.0,64.5,137,3.0,148.3,not_sufficient,fine
french_fries,5.9,79.9,105,3.8,360.3,sufficient,fine
bread_pudding,4.6,71.2,763,4.5,442.6,sufficient,spoiled
french_fries,6.3,70.0,388,5.5,100.9,not_sufficient,near_spoiled
apple-pie,7.9,85.9,277,3.1,248.2,not_sufficient,near_spoiled
hummus,4.3,61.5,175,1.3,297.4,not_sufficient,fine
hot_and_sour_soup,6.5,80.1,356,2.4,598.0,sufficient,near_spoiled
bread_pudding,5.0,62.9,575,6.0,423.2,sufficient,spoiled
macaroni_and_cheese,3.1,82.6,175,0.0,194.9,not_sufficient,fine
deviled_eggs,6.5,72.8,367,4.2,466.1,sufficient,near_spoiled
greek_salad,3.3,84.9,769,3.4,340.7,sufficient,spoiled
creme_brulee,7.0,84.9,257,5.4,275.8,not_sufficient,near_spoiled
hot_and_sour_soup,4.6,61.5,214,2.5,355.3,sufficient,near_spoiled
fried_calamari,1.7,62.9,125,2.2,525.7,sufficient,fine
hot_and_sour_soup,2.6,71.6,591,3.3,212.7,not_sufficient,spoiled
macaroni_and_cheese,3.9,65.3,163,0.0,370.7,sufficient,fine
fish_and_chips,3.7,85.5,268,7.8,113.8,not_sufficient,near_spoiled
onion_rings,4.1,88.3,126,0.0,470.3,sufficient,fine
caesar_salad,1.1,85.9,346,4.7,489.9,sufficient,near_spoiled
edamame,2.8,60.6,336,5.0,514.8,sufficient,near_spoiled
hot_and_sour_soup,5.6,88.0,136,0.3,115.7,not_sufficient,fine
hot_and_sour_soup,5.1,89.1,379,1.7,291.3,not_sufficient,near_spoiled
ice_cream,1.5,66.0,107,4.8,149.3,not_sufficient,fine
sushi,2.0,61.4,235,5.6,436.1,sufficient,near_spoiled
caesar_salad,2.7,81.6,279,2.7,597.0,sufficient,near_spoiled
sashimi,0.6,81.1,250,7.4,249.2,not_sufficient,near_spoiled
ceviche,3.0,67.6,167,1.6,347.0,sufficient,fine
hot_dog,2.7,80.9,117,0.1,539.3,sufficient,fine
chicken_curry,3.9,74.1,280,4.7,521.3,sufficient,near_spoiled
sashimi,-1.6,77.9,123,3.9,302.6,sufficient,fine
dumplings,5.5,65.9,135,3.3,500.2,sufficient,fine
breakfast_burrito,3.4,85.4,145,4.5,265.6,not_sufficient,fine
dumplings,2.9,77.6,135,0.7,103.2,not_sufficient,fine
sushi,5.0,69.1,388,5.4,457.9,sufficient,near_spoiled
filet_mignon,2.6,74.2,416,8.1,551.9,sufficient,spoiled
beef_salad,3.6,79.2,326,3.1,556.2,sufficient,near_spoiled
ceviche,3.8,89.3,362,6.7,560.0,sufficient,near_spoiled
hot_and_sour_soup,4.8,85.1,166,0.0,219.0,not_sufficient,fine
carrot_cake,5.5,69.4,316,2.4,476.3,sufficient,near_spoiled
filet_mignon,1.9,80.9,584,8.7,325.9,sufficient,spoiled
filet_mignon,1.5,74.3,114,2.1,471.6,sufficient,fine
dumplings,5.4,80.4,184,3.5,192.8,not_sufficient,fine
macaroni_and_cheese,3.1,85.3,298,2.9,594.1,sufficient,near_spoiled
caesar_salad,2.3,86.3,581,6.0,432.0,sufficient,spoiled
spaghetti_carbonara,2.9,87.0,161,1.9,307.4,sufficient,fine
cup_cakes,8.9,80.9,157,1.5,306.5,sufficient,fine
french_toast,6.6,68.4,198,2.3,395.0,sufficient,fine
beef_salad,3.5,64.4,128,0.6,524.3,sufficient,fine
nachos,3.0,68.2,164,2.6,296.2,not_sufficient,fine
hot_dog,3.1,60.6,772,6.0,213.8,not_sufficient,spoiled
edamame,2.5,67.0,236,6.0,384.2,sufficient,near_spoiled
edamame,2.4,84.0,146,2.0,590.2,sufficient,fine
filet_mignon,2.6,78.0,308,5.1,590.0,sufficient,near_spoiled
bread_pudding,6.7,76.5,390,2.1,378.3,sufficient,near_spoiled
french_fries,2.9,82.2,117,4.1,188.8,not_sufficient,fine
ramen,2.5,82.2,178,3.0,217.3,not_sufficient,fine
fried_calamari,2.6,88.1,341,3.6,492.1,sufficient,near_spoiled
seaweed_salad,1.9,86.4,285,3.7,372.4,sufficient,near_spoiled
hot_and_sour_soup,3.6,62.0,461,5.6,441.2,sufficient,spoiled
sashimi,4.3,87.0,343,7.8,309.6,sufficient,near_spoiled
ramen,4.9,86.9,140,0.5,163.5,not_sufficient,fine
hummus,2.8,85.4,140,2.2,394.4,sufficient,fine
donuts,6.1,86.0,157,2.0,599.6,sufficient,fine
dumplings,8.4,62.6,194,2.2,334.5,sufficient,fine
omelette,2.9,80.7,400,5.3,501.4,sufficient,near_spoiled
hummus,7.4,77.3,189,0.1,341.5,sufficient,fine
onion_rings,5.3,63.3,290,3.7,113.7,not_sufficient,near_spoiled
french_toast,4.6,79.2,124,2.2,362.5,sufficient,fine
hot_dog,3.3,65.4,392,1.6,176.1,not_sufficient,near_spoiled
carrot_cake,6.2,62.4,154,0.0,474.8,sufficient,fine
cheese_plate,2.3,70.8,303,5.4,463.1,sufficient,near_spoiled
creme_brulee,5.9,88.3,185,2.0,291.4,not_sufficient,fine
french_toast,8.0,83.9,170,0.7,232.6,not_sufficient,fine
hot_dog,-0.2,73.8,336,1.7,460.5,sufficient,near_spoiled
donuts,6.6,67.3,155,1.5,315.6,sufficient,fine
apple-pie,6.4,74.9,190,0.0,218.8,not_sufficient,fine
seaweed_salad,-0.3,85.8,169,0.2,592.9,sufficient,fine
french_toast,5.1,66.4,231,4.3,426.9,sufficient,near_spoiled
breakfast_burrito,2.5,79.4,397,6.2,508.9,sufficient,near_spoiled
apple-pie,4.5,71.5,167,2.1,503.6,sufficient,fine
garlic_bread,7.5,73.9,230,2.9,194.6,not_sufficient,near_spoiled
french_onion_soup,3.8,71.1,230,3.0,433.3,sufficient,near_spoiled
hot_and_sour_soup,4.3,67.0,691,3.5,280.1,not_sufficient,spoiled
waffles,5.6,83.6,263,4.7,513.9,sufficient,near_spoiled
risotto,4.3,86.3,102,4.6,364.4,sufficient,fine
greek_salad,4.7,63.6,364,1.9,491.9,sufficient,near_spoiled
grilled_salmon,1.5,85.7,354,1.6,230.3,not_sufficient,near_spoiled
bread_pudding,7.0,78.2,657,3.7,581.8,sufficient,spoiled
french_onion_soup,0.5,65.2,234,5.0,214.9,not_sufficient,near_spoiled
fried_rice,7.8,62.9,136,0.5,183.0,not_sufficient,fine
falafel,1.6,70.9,190,1.4,136.8,not_sufficient,fine
spaghetti_carbonara,5.6,73.7,121,2.9,579.9,sufficient,fine
sushi,3.8,62.1,113,3.8,218.4,not_sufficient,fine
strawberry_shortcake,6.6,78.4,240,2.3,583.1,sufficient,near_spoiled
waffles,6.1,81.4,199,2.6,478.2,sufficient,fine
cheese_plate,2.6,74.6,261,7.3,505.3,sufficient,near_spoiled
spaghetti_carbonara,4.5,77.0,257,5.1,563.6,sufficient,near_spoiled
filet_mignon,6.8,68.8,365,4.9,167.3,not_sufficient,near_spoiled
waffles,3.1,69.1,113,3.0,424.8,sufficient,fine
beef_salad,5.1,68.3,251,4.1,449.4,sufficient,near_spoiled
chocolate_cake,7.2,64.1,100,3.5,542.9,sufficient,fine
pancakes,3.3,83.6,111,1.5,515.1,sufficient,fine
deviled_eggs,5.8,70.7,111,3.4,158.9,not_sufficient,fine
donuts,6.7,76.0,268,4.1,287.0,not_sufficient,near_spoiled
filet_mignon,0.8,67.3,270,4.9,420.5,sufficient,near_spoiled
french_onion_soup,3.0,72.1,381,3.8,345.1,sufficient,near_spoiled
beef_carpaccio,2.6,65.8,160,1.3,251.1,not_sufficient,fine
carrot_cake,4.4,83.8,153,0.0,453.3,sufficient,fine
filet_mignon,-1.4,83.4,187,2.9,523.3,sufficient,fine
risotto,3.1,76.6,163,3.6,392.6,sufficient,fine
sashimi,-0.0,67.0,192,3.0,392.1,sufficient,fine
ramen,2.1,71.6,307,5.1,154.2,not_sufficient,near_spoiled
ceviche,-1.0,75.0,267,7.3,249.6,not_sufficient,near_spoiled
fish_and_chips,6.1,85.6,323,6.5,133.8,not_sufficient,near_spoiled
beef_salad,3.7,81.4,241,3.5,537.5,sufficient,near_spoiled
sushi,2.9,88.8,312,5.8,194.0,not_sufficient,near_spoiled
hummus,4.6,73.6,138,2.4,562.3,sufficient,fine
cup_cakes,3.1,88.8,145,0.0,257.6,not_sufficient,fine
macaroni_and_cheese,4.1,61.9,691,6.0,170.6,not_sufficient,spoiled
creme_brulee,6.0,60.5,113,1.3,577.0,sufficient,fine
cheese_plate,3.8,88.1,230,5.1,535.8,sufficient,near_spoiled
dumplings,2.5,76.2,325,3.9,426.2,sufficient,near_spoiled
bread_pudding,6.1,71.0,485,6.0,251.3,not_sufficient,spoiled
seaweed_salad,3.7,70.9,113,1.7,338.0,sufficient,fine
caesar_salad,1.9,68.0,263,3.6,137.8,not_sufficient,near_spoiled
chicken_wings,1.2,80.9,188,4.8,439.5,sufficient,fine
risotto,4.9,88.0,158,3.9,289.5,not_sufficient,fine
breakfast_burrito,6.8,69.2,152,4.1,408.6,sufficient,fine
ice_cream,3.7,61.7,338,6.3,388.2,sufficient,near_spoiled
falafel,5.4,72.4,150,0.9,409.5,sufficient,fine
falafel,4.9,78.9,150,1.3,174.8,not_sufficient,fine
creme_brulee,4.8,75.3,135,2.1,348.2,sufficient,fine
fried_calamari,1.3,61.5,364,5.5,167.7,not_sufficient,near_spoiled
waffles,4.5,67.3,289,3.9,227.0,not_sufficient,near_spoiled
lobster_roll_sandwich,2.0,82.4,306,4.2,347.0,sufficient,near_spoiled
donuts,7.0,84.8,385,4.1,346.3,sufficient,near_spoiled
falafel,6.1,80.1,200,0.3,399.2,sufficient,fine
ramen,7.2,69.5,200,4.3,597.5,sufficient,near_spoiled
dumplings,4.7,71.5,196,2.9,347.5,sufficient,fine
french_toast,6.1,81.0,514,8.0,527.3,sufficient,spoiled
falafel,7.4,72.4,116,0.8,329.5,sufficient,fine
garlic_bread,4.6,82.9,209,3.9,376.7,sufficient,near_spoiled
french_onion_soup,7.1,75.3,112,0.0,126.6,not_sufficient,fine
deviled_eggs,4.2,81.7,753,10.0,310.9,sufficient,spoiled
chocolate_cake,5.1,62.3,115,0.6,119.3,not_sufficient,fine
strawberry_shortcake,4.6,69.5,707,5.1,152.8,not_sufficient,spoiled
omelette,4.2,61.4,195,3.2,551.1,sufficient,fine
omelette,4.7,68.1,181,3.1,511.7,sufficient,fine
ice_cream,3.7,63.6,377,5.2,507.2,sufficient,near_spoiled
fried_calamari,-0.5,68.8,273,3.7,433.4,sufficient,near_spoiled
filet_mignon,1.0,81.2,146,3.3,218.9,not_sufficient,fine
grilled_salmon,4.0,81.4,148,0.0,483.9,sufficient,fine
hummus,4.3,79.1,138,0.3,389.9,sufficient,fine
chocolate_cake,7.1,85.3,113,3.1,380.0,sufficient,fine
french_onion_soup,3.9,62.9,114,2.2,424.8,sufficient,fine
hummus,5.5,84.5,125,0.0,323.3,sufficient,fine
carrot_cake,5.3,80.9,271,1.7,430.2,sufficient,near_spoiled
omelette,5.9,61.2,147,1.3,411.6,sufficient,fine
spaghetti_carbonara,5.7,66.8,283,3.9,235.1,not_sufficient,near_spoiled
sushi,7.8,79.5,324,5.8,353.7,sufficient,near_spoiled
hummus,4.6,85.2,123,0.0,374.2,sufficient,fine
ramen,4.4,68.4,364,4.0,310.3,sufficient,near_spoiled
ramen,3.5,78.7,108,0.0,557.4,sufficient,fine
creme_brulee,6.4,64.9,328,7.9,288.9,not_sufficient,near_spoiled
garlic_bread,4.8,86.7,314,5.0,575.3,sufficient,near_spoiled
falafel,4.9,87.3,586,3.9,162.6,not_sufficient,spoiled
hummus,2.5,63.2,115,1.0,216.6,not_sufficient,fine
hot_dog,1.7,67.7,542,3.4,342.3,sufficient,spoiled
filet_mignon,2.0,66.5,114,3.5,590.6,sufficient,fine
seaweed_salad,2.1,72.5,195,2.2,219.2,not_sufficient,fine
cheese_plate,6.5,76.1,382,5.7,588.4,sufficient,near_spoiled
beef_salad,0.5,65.7,332,4.8,258.5,not_sufficient,near_spoiled
bread_pudding,7.1,64.3,281,2.8,470.7,sufficient,near_spoiled
onion_rings,6.1,86.3,150,0.0,363.8,sufficient,fine
bread_pudding,4.7,74.5,327,2.4,270.9,not_sufficient,near_spoiled
spaghetti_carbonara,5.0,88.0,163,1.8,567.6,sufficient,fine
deviled_eggs,5.6,62.7,228,6.0,470.3,sufficient,near_spoiled
greek_salad,4.2,64.2,163,1.4,526.9,sufficient,fine
spaghetti_carbonara,5.2,76.6,521,7.6,310.5,sufficient,spoiled
falafel,4.1,84.8,440,4.4,308.0,sufficient,spoiled
macaroni_and_cheese,3.3,89.5,552,3.8,368.1,sufficient,spoiled
breakfast_burrito,3.1,87.9,151,2.8,565.2,sufficient,fine
cup_cakes,6.1,79.0,286,3.0,443.0,sufficient,near_spoiled
sashimi,2.8,84.3,195,3.7,451.3,sufficient,fine
baklava,6.5,63.0,101,0.0,172.6,not_sufficient,fine
cheese_plate,0.3,85.9,106,4.1,223.6,not_sufficient,fine
hot_and_sour_soup,3.9,76.6,389,2.8,243.3,not_sufficient,near_spoiled
fried_rice,2.4,66.3,104,2.3,209.8,not_sufficient,fine
apple-pie,5.5,67.6,386,4.0,336.5,sufficient,near_spoiled
ice_cream,1.7,61.2,141,2.9,484.6,sufficient,fine
chicken_wings,2.2,65.2,188,4.0,177.9,not_sufficient,fine
filet_mignon,0.6,82.1,107,1.5,458.4,sufficient,fine
ramen,2.5,85.1,175,0.5,277.2,not_sufficient,fine
carrot_cake,8.0,82.2,685,5.9,117.9,not_sufficient,spoiled
chicken_curry,2.3,75.9,143,3.1,332.3,sufficient,fine
omelette,5.2,76.8,383,5.9,150.7,not_sufficient,near_spoiled
ceviche,-1.1,80.6,164,3.6,501.1,sufficient,fine
fried_calamari,1.4,69.4,172,2.7,460.0,sufficient,fine
creme_brulee,7.9,74.7,146,4.9,580.8,sufficient,fine
fried_calamari,2.1,82.4,132,0.0,551.5,sufficient,fine
caesar_salad,2.2,63.0,368,3.6,268.6,not_sufficient,near_spoiled
macaroni_and_cheese,0.4,77.8,312,2.8,455.7,sufficient,near_spoiled
carrot_cake,6.9,66.8,152,0.0,192.8,not_sufficient,fine
carrot_cake,8.1,85.0,395,2.0,115.7,not_sufficient,near_spoiled
dumplings,7.5,72.2,211,3.8,301.7,sufficient,near_spoiled
filet_mignon,1.5,82.5,168,2.0,296.7,not_sufficient,fine
chicken_curry,1.2,76.2,214,4.3,389.3,sufficient,near_spoiled
seaweed_salad,3.9,73.4,318,3.8,133.2,not_sufficient,near_spoiled
filet_mignon,6.0,65.5,140,2.9,426.7,sufficient,fine
beef_carpaccio,1.5,86.8,183,1.0,282.4,not_sufficient,fine
waffles,7.9,71.8,223,4.4,572.9,sufficient,near_spoiled
apple-pie,8.0,66.8,123,1.1,121.0,not_sufficient,fine
pancakes,7.3,76.8,157,0.5,279.5,not_sufficient,fine
carrot_cake,9.1,87.3,107,1.3,220.6,not_sufficient,fine
pizza,5.2,75.6,254,4.3,545.9,sufficient,near_spoiled
fish_and_chips,2.6,68.8,332,5.9,517.3,sufficient,near_spoiled
pizza,3.5,87.0,182,3.1,357.0,sufficient,fine
filet_mignon,3.7,71.8,153,2.0,129.9,not_sufficient,fine
donuts,5.2,77.8,122,2.4,312.0,sufficient,fine
french_fries,3.1,85.6,343,7.3,237.2,not_sufficient,near_spoiled
omelette,2.1,68.4,109,3.3,259.1,not_sufficient,fine
baklava,4.0,76.0,152,3.4,135.1,not_sufficient,fine
hot_and_sour_soup,5.2,72.9,358,2.7,379.0,sufficient,near_spoiled
risotto,3.4,63.3,230,8.4,226.9,not_sufficient,near_spoiled
strawberry_shortcake,6.1,79.0,691,5.9,464.9,sufficient,spoiled
french_fries,6.0,61.5,215,7.2,416.6,sufficient,near_spoiled
greek_salad,2.7,74.2,145,0.0,489.4,sufficient,fine
risotto,6.0,72.5,193,4.4,573.1,sufficient,fine
breakfast_burrito,6.8,60.3,279,7.9,357.1,sufficient,near_spoiled
pizza,5.3,84.1,376,3.8,570.2,sufficient,near_spoiled
edamame,8.6,82.3,177,1.2,574.8,sufficient,fine
seaweed_salad,3.5,76.7,214,3.9,501.0,sufficient,near_spoiled
ceviche,-0.9,77.4,264,5.1,128.6,not_sufficient,near_spoiled
falafel,3.0,88.1,178,0.4,196.6,not_sufficient,fine
fish_and_chips,3.7,76.6,360,7.3,515.0,sufficient,near_spoiled
strawberry_shortcake,6.2,63.3,121,1.3,398.3,sufficient,fine
hot_and_sour_soup,4.2,84.2,181,0.0,238.1,not_sufficient,fine
garlic_bread,5.5,76.4,286,3.5,143.8,not_sufficient,near_spoiled
seaweed_salad,2.6,62.9,109,3.1,459.1,sufficient,fine
deviled_eggs,6.7,85.6,140,3.5,541.4,sufficient,fine
carrot_cake,6.1,78.7,130,1.1,165.5,not_sufficient,fine
caesar_salad,2.6,68.9,268,2.8,412.3,sufficient,near_spoiled
fried_calamari,-1.2,61.1,208,4.5,257.1,not_sufficient,near_spoiled
risotto,4.6,67.2,184,1.3,353.0,sufficient,fine
pancakes,5.1,78.4,223,4.4,471.8,sufficient,near_spoiled
ceviche,0.7,89.3,319,9.8,166.6,not_sufficient,near_spoiled
french_fries,3.8,69.4,136,1.7,283.1,not_sufficient,fine
onion_rings,2.4,85.6,103,2.4,583.1,sufficient,fine
cheececake,3.2,72.9,241,6.0,220.6,not_sufficient,near_spoiled
seaweed_salad,1.7,80.0,317,5.7,243.1,not_sufficient,near_spoiled
onion_rings,4.2,79.5,323,4.5,566.0,sufficient,near_spoiled
chocolate_cake,6.7,66.0,232,3.7,150.2,not_sufficient,near_spoiled
strawberry_shortcake,5.8,87.0,322,2.3,329.8,sufficient,near_spoiled
hummus,4.6,60.9,108,1.5,572.3,sufficient,fine
ramen,8.8,83.9,391,6.2,313.1,sufficient,near_spoiled
onion_rings,3.4,88.8,261,4.4,316.2,sufficient,near_spoiled
pizza,2.0,76.8,381,6.2,146.8,not_sufficient,near_spoiled
ice_cream,4.1,74.8,201,7.0,193.3,not_sufficient,near_spoiled
caesar_salad,2.2,69.4,170,1.9,262.2,not_sufficient,fine
apple-pie,5.3,76.8,269,5.0,280.3,not_sufficient,near_spoiled
omelette,4.0,65.0,295,3.6,507.7,sufficient,near_spoiled
creme_brulee,7.6,69.8,159,4.7,165.6,not_sufficient,fine
cup_cakes,5.7,71.7,328,3.8,199.8,not_sufficient,near_spoiled
carrot_cake,6.6,77.5,196,0.1,343.8,sufficient,fine
lobster_roll_sandwich,2.1,87.9,117,2.5,348.7,sufficient,fine
pizza,6.3,81.5,315,6.9,229.4,not_sufficient,near_spoiled
nachos,4.5,70.9,123,2.5,249.7,not_sufficient,fine
garlic_bread,6.8,80.0,106,1.7,289.4,not_sufficient,fine
baklava,5.9,60.1,118,3.5,109.9,not_sufficient,fine
dumplings,3.1,86.6,153,0.0,383.4,sufficient,fine
edamame,4.8,84.2,399,4.6,274.8,not_sufficient,near_spoiled
bread_pudding,5.4,69.9,484,4.9,245.0,not_sufficient,spoiled
beef_carpaccio,1.1,83.6,159,0.9,406.2,sufficient,fine
seaweed_salad,3.9,88.0,172,0.8,216.1,not_sufficient,fine
baklava,3.0,62.3,335,4.9,145.5,not_sufficient,near_spoiled
waffles,3.6,75.9,389,4.9,522.6,sufficient,near_spoiled
cheececake,1.4,78.8,321,5.7,429.0,sufficient,near_spoiled
garlic_bread,2.1,73.2,323,2.9,101.8,not_sufficient,near_spoiled
chicken_curry,2.3,66.6,383,4.6,235.9,not_sufficient,near_spoiled
strawberry_shortcake,6.6,89.0,391,2.4,577.8,sufficient,near_spoiled
falafel,4.6,61.8,188,0.9,336.3,sufficient,fine
fried_calamari,-0.8,80.9,122,1.8,472.0,sufficient,fine
spaghetti_carbonara,2.8,68.0,136,2.3,426.6,sufficient,fine
carrot_cake,4.2,81.7,269,2.5,390.6,sufficient,near_spoiled
waffles,6.8,87.8,130,3.5,422.1,sufficient,fine
chicken_curry,2.1,87.9,187,1.4,228.4,not_sufficient,fine
french_onion_soup,3.6,61.3,170,2.5,588.3,sufficient,fine
macaroni_and_cheese,1.5,89.3,103,0.8,371.3,sufficient,fine
breakfast_burrito,4.6,83.4,218,5.5,302.5,sufficient,near_spoiled
risotto,6.1,62.5,146,2.2,283.3,not_sufficient,fine
macaroni_and_cheese,2.6,73.1,383,1.6,524.1,sufficient,near_spoiled
sashimi,4.7,60.2,569,10.4,556.4,sufficient,spoiled
fried_rice,5.8,80.8,148,0.0,534.3,sufficient,fine
seaweed_salad,3.9,87.8,331,4.5,404.9,sufficient,near_spoiled
falafel,2.5,78.6,189,1.5,236.1,not_sufficient,fine
macaroni_and_cheese,3.4,65.9,187,0.0,380.9,sufficient,fine
strawberry_shortcake,6.5,86.8,209,2.2,549.9,sufficient,near_spoiled
french_fries,3.7,82.6,222,7.2,115.0,not_sufficient,near_spoiled
chicken_curry,2.0,80.4,179,3.1,405.5,sufficient,fine
caesar_salad,3.8,67.6,200,3.2,257.2,not_sufficient,near_spoiled
ceviche,-1.6,79.5,186,3.7,486.6,sufficient,fine
caesar_salad,3.3,65.2,122,0.0,537.6,sufficient,fine
lobster_roll_sandwich,0.7,84.2,366,3.5,428.2,sufficient,near_spoiled
pizza,6.4,61.5,135,0.0,425.9,sufficient,fine
grilled_salmon,-0.2,89.4,207,2.2,267.0,not_sufficient,near_spoiled
omelette,5.9,86.2,117,2.3,154.2,not_sufficient,fine
carrot_cake,7.5,69.7,210,2.9,430.0,sufficient,near_spoiled
seaweed_salad,2.6,65.3,741,7.5,334.4,sufficient,spoiled
lobster_roll_sandwich,1.8,86.4,123,0.0,502.7,sufficient,fine
french_toast,4.3,70.4,132,0.0,522.7,sufficient,fine
donuts,3.7,89.9,311,4.0,332.2,sufficient,near_spoiled
cup_cakes,2.9,71.1,121,0.0,438.4,sufficient,fine
hot_dog,4.0,74.9,379,1.7,129.7,not_sufficient,near_spoiled
falafel,4.9,66.1,186,1.3,463.6,sufficient,fine
waffles,7.4,84.2,373,4.3,535.5,sufficient,near_spoiled
chocolate_cake,7.3,60.1,154,3.0,202.8,not_sufficient,fine
filet_mignon,2.5,62.7,129,2.8,124.9,not_sufficient,fine
apple-pie,6.4,82.6,105,1.1,575.6,sufficient,fine
dumplings,4.2,60.8,186,0.4,131.5,not_sufficient,fine
fried_rice,5.0,88.0,106,2.2,345.3,sufficient,fine
chocolate_cake,7.6,85.9,102,2.3,228.8,not_sufficient,fine
grilled_salmon,0.6,60.3,271,2.3,150.3,not_sufficient,near_spoiled
caesar_salad,4.5,88.5,799,6.3,222.2,not_sufficient,spoiled
donuts,6.4,68.4,263,4.8,596.6,sufficient,near_spoiled
spaghetti_carbonara,4.6,72.4,380,5.0,164.6,not_sufficient,near_spoiled
omelette,4.8,89.6,332,6.8,541.7,sufficient,near_spoiled
lobster_roll_sandwich,1.4,67.8,126,1.0,409.9,sufficient,fine
filet_mignon,2.4,69.5,101,3.1,423.4,sufficient,fine
onion_rings,3.0,76.1,226,2.9,271.6,not_sufficient,near_spoiled
chicken_curry,3.8,87.8,287,4.8,116.5,not_sufficient,near_spoiled
cheese_plate,5.0,69.8,250,7.4,322.6,sufficient,near_spoiled
caesar_salad,5.0,64.1,641,5.3,482.4,sufficient,spoiled
deviled_eggs,4.8,81.7,397,5.2,339.1,sufficient,near_spoiled
apple-pie,5.1,66.2,316,3.1,425.6,sufficient,near_spoiled
cup_cakes,7.3,75.7,203,3.6,395.1,sufficient,near_spoiled
risotto,5.9,83.0,220,7.7,227.4,not_sufficient,near_spoiled
waffles,6.7,60.3,120,1.7,379.2,sufficient,fine
spaghetti_carbonara,3.7,76.3,197,0.5,111.7,not_sufficient,fine
sashimi,2.6,60.7,177,4.7,541.6,sufficient,fine
chocolate_cake,7.7,60.9,155,2.7,499.3,sufficient,fine
strawberry_shortcake,6.9,62.6,102,0.0,133.1,not_sufficient,fine
cheese_plate,3.9,87.1,150,2.1,304.5,sufficient,fine
strawberry_shortcake,5.1,87.6,170,0.0,545.7,sufficient,fine
lobster_roll_sandwich,2.3,61.1,253,2.9,521.7,sufficient,near_spoiled
spaghetti_carbonara,3.3,80.6,369,4.2,376.0,sufficient,near_spoiled
macaroni_and_cheese,5.7,83.4,145,0.0,305.6,sufficient,fine
sushi,3.3,73.0,200,3.0,378.5,sufficient,fine
deviled_eggs,6.1,74.7,213,6.4,111.5,not_sufficient,near_spoiled
apple-pie,6.3,69.4,290,4.3,183.9,not_sufficient,near_spoiled
deviled_eggs,7.0,65.4,113,2.1,443.7,sufficient,fine
